ID Item;REF;DESCRPCION;Unidad
493;11755-002                                         ;BISAGRA ALUM.4525-IZQUIERDA-;UND 
426;3321                                              ;BARRA PERFORADA AC.SKF-280 63x36mm.;Kg  
427;94                                                ;BARRA PERFORADA AC.SKF-280 63x40mm.;Kg  
428;2524                                              ;BARRA PERFORADA AC.SKF-280 63x50mm.;Kg  
8756;0008756                                           ;BARRA PERFORADA AC.SKF-280 65x48mm.;Kg  
683;20576-011                                         ;CALCOM.3500 GAL.AB-1654700;UND 
694;20576-016                                         ;CALCOM.3875 GAL.AB-1666000.;UND 
729;25678                                             ;CALCOM.ADV.CONEX-CUELLO.AF-6407100.;UND 
429;2554                                              ;BARRA PERFORADA AC.SKF-280 71x45mm.;Kg  
4317;20779-015                                         ;CALCOMANIA VERIFICACION TENSION CABLES.;UND 
967;15002                                             ;CILINDRO -ENSAMBLE- 6657AL BETTS.;UND 
1011;15342                                             ;CINTA SOLD.BLANCA 0901190 ADAICO.;m   
431;21064                                             ;BARRA PERFORADA AC.SKF-280 75x45mm.;Kg  
1036;3690                                              ;"CODO 90° AC.150PSI 1_1/2""NPT.";UND 
1048;7246                                              ;"CODO 90° AC.INOX.304 150PSI 1/4""NPT.";UND 
434;22180                                             ;BARRA PERFORADA AC.SKF-280 80x45mm.;Kg  
14500;0014500                                           ;BARRA PERFORADA AC.SKF-280 80x48mm.;Kg  
435;95                                                ;BARRA PERFORADA AC.SKF-280 80x50mm.;Kg  
436;23048                                             ;BARRA PERFORADA AC.SKF-280 80x56mm.;Kg  
4321;878                                               ;"DIVISOR FLUJO 1""NPT BX-50 BRAND HYDRAULI";UND 
439;2288                                              ;BARRA PERFORADA AC.SKF-280 85x50mm.;Kg  
1256;14780                                             ;"EMPAQUE ALMA RESORTADA 1/4"" TL1200B3X.";m   
1268;24071                                             ;"EMPAQUE CONTRABURLETE ""J"" 6m.LONG-WHITIN";UND 
1294;5665                                              ;EMPAQUE NITRILO NEGRO 2-500-522700 SURE;UND 
1295;5664                                              ;EMPAQUE NITRILO NEGRO 3-500-522700 SURE;UND 
440;1199                                              ;BARRA PERFORADA AC.SKF-280 85x55mm.;Kg  
1299;22870                                             ;EMPAQUE NITRILO VAL.FONDO 6x4 AB-1085800;UND 
441;3555                                              ;BARRA PERFORADA AC.SKF-280 90x50mm.;Kg  
1312;11580-005                                         ;"EMPAQUE TEFLON 1/8""ESPx210mmDE.AB-990920";UND 
8679;0008679                                           ;BARRA PERFORADA AC.SKF-280 90x63mm.;Kg  
1382;06140-013                                         ;FUSIBLE 20AMP AMARILLO PEQ.VEHIC.;UND 
1384;17527-006                                         ;FUSIBLE 25AMP ELECT/S/M.GRA.VEHIC.;UND 
1388;17527-001                                         ;FUSIBLE 5AMP ELECT/GRA.VEHIC.;UND 
8865;0008865                                           ;BARRA PERFORADA AC.SKF-280 95x60mm.;Kg  
444;2040                                              ;BARRA PERFORADA AC.SKF-75 32x16mm.;Kg  
1555;18723                                             ;KIT TORN.PARA UBL-002 REF:A-24614;UND 
3686;11421-001/002                                     ;"LAMPARA 2-1/2"" 8-113A 24V MULTIPARTES";UND 
3693;19516/19233                                       ;"LAMPARA 4"" 4-26-14-13/24V MULTIPARTES";UND 
449;996                                               ;BARRA PERFORADA AC.SKF-75 40x25mm.;Kg  
3711;21474-011/012                                     ;"LAMPARA LED 2_1/2"" 24V KIT-10051 TRUCK L";UND 
3734;20421/20422                                       ;"LAMPARA LED 2_1/2""10092 R/Y TRUCK LITE.";UND 
3729;03729                                             ;"LAMPARA LED 2_1/2""AMBAR L-7043 LRO.";UND 
3717;20260/20265                                       ;"LAMPARA LED 3/4"" 33051 R/Y  TRUCK LITE.";UND 
3655;20223                                             ;LAMPARA LED-42 12V 44026R ROJA TRUCKKIT;UND 
3652;10498-002                                         ;"LAMPARA REDONDA 4"" L-7020-AA";UND 
1629;2441                                              ;"LENTE REFLECTIVO AMARILLO 2 1/2""-40093-3";UND 
1631;10109                                             ;LENTE ROJO S/M;UND 
1714;17804                                             ;"MANG.FRENO RACOR-1/2""NPT(1m)";UND 
1875;20764                                             ;"MANIJA METALICA PARA PUERTA 1""X6"".";UND 
453;91                                                ;BARRA PERFORADA AC.SKF-75 45x28mm.;kg  
2078;19711                                             ;PERFIL ALUM.EN L EXTRUDADO HEIL.;UND 
2137;23087                                             ;PERNO BRIDA B30-0101(M16x1.5) AMPRO.;UND 
2256;23281                                             ;POLEA ALUM.202mmDE.3-CANAL.TIPO B.;UND 
2542;5984                                              ;"REMACHE CIEGO ALUM/AC.3/16""AD62H (0.345)";UND 
2579;24939                                             ;RESORTE AC.81mmDIEx150mm LONG.EJ-1900020;UND 
2580;13927                                             ;RESORTE AC.INOX.18DIx3ESPx100mmLONG.17ES;UND 
454;92                                                ;BARRA PERFORADA AC.SKF-75 50x25mm.;Kg  
455;93                                                ;BARRA PERFORADA AC.SKF-75 50x36mm.;kg  
2691;20362                                             ;SENSOR TRAILER 010-9012-002 AIR-WEIGH.;UND 
2739;24479                                             ;SOLDADURA TUBULAR E70C-6M 1.2mm 70000PSI;Kg  
2758;1096                                              ;SOPORTE INF.BRAZO PIVOT EN-0100300.;UND 
457;17918                                             ;BARRA PERFORADA AC.SKF-75 56x36mm.;Kg  
12397;0012397                                           ;BARRA PERFORADA AC.SKF-75 56x40mm.;Kg  
2878;23610                                             ;TAPON EN EMPACK PARA TUBO CARPA.;UND 
459;14815                                             ;"BARRA ROSCADA 0.38""-24x72"" HACKNEY.";UND 
2886;3203                                              ;"TAPON HEMBRA AC.INOX.304 2""NPT.";UND 
462;2737                                              ;BASE AMARILLA URETANO 9213 -DURETAN-;GAL 
2937;23528                                             ;"TENSOR CABLE AC.5/8""x6"" GANCHO-OJO.";UND 
2995;21764                                             ;"TORN.CARRIAGE GALV.RO.3/8""x5_1/2"".";UND 
4607;FW-68-100T                                        ;BASE DEL. FW68-0100T FUWA (415,440,465);UND 
469;68090004 FUWA                                     ;BASE EJE-TENSOR 68090004 (390,415) FUWA;UND 
3016;23526                                             ;"TORN.HEX.G5.RF.7/8""x5""";UND 
3135;8665                                              ;"TORN.HEX.G8.RF.7/8""x5"".";UND 
3140;6                                                 ;"TORN.HEX.G8.RO.1""x9"".";UND 
2983;22751                                             ;"TORN.LAM.CAB.PANDA PHLLIPS GALV.5/16""x2""";UND 
3230;19330                                             ;"TUBERIA AC.INOX.304 SCH40 1/4""Ø.";m   
3253;23455-004                                         ;"TUBERIA CERRAMIENTO GALV.1/2""x2mm.";m   
4610;68090005 FUWA                                     ;BASE EJE-TENSOR 68090005 FUWA H=440mm.;UND 
3288;358                                               ;"TUBERIA NEGRA AC.SCH80 4""Ø SIN COSTURA.";m   
4752;68090006 FUWA                                     ;BASE EJE-TENSOR 68090006 FUWA H=465mm.;UND 
470;24242                                             ;BASE EPOXICA CORSHIELD RA-26 IMPRIMANTE;GAL 
472;20990                                             ;BASE EPOXIMASTIC 25P-313 BLANCO DUPONT.;GAL 
3403;23618-012                                         ;TUERCA NUF A12-0101.;UND 
474;8944                                              ;BASE FIJA EJE REDONDO-FUNDIDA-.;UND 
476;465                                               ;BASE INFERIOR EJE EK-1102300.;UND 
3495;6535                                              ;"VALV.BOLA MED.VUELT.INOX.304 3/8""NPT.";UND 
477;20766-006                                         ;BASE PARA EJE SP-0327/EK-7300200.;UND 
480;21799                                             ;BASE POLAR ALUM.;UND 
3634;17269                                             ;"VISOR EN ACRILICO OK4BCT 4"" JIKOH MFG.";UND 
8166;69432 TODCO                                       ;BASE SOPORTE SUPERIOR FIJO 69432 TODCO;UND 
4608;FW68-04T                                          ;BASE TRAS. FW68-04T FUWA (415,440,465);UND 
4609;FW68-05                                           ;BASE+BALANCIN FW68-05 FUWA (415,440,465);UND 
494;14457                                             ;"BISAGRA T/PIANO AC.A473 72""-MAINEX-.";m   
495;14347                                             ;BISAGRA T/PIANO AC.INOX.A805.-MAINEX-.;m   
496;15018                                             ;"BISAGRA TIPO PIANO ALUM. 72"" A-714";m   
8762;0008762                                           ;"BISAGRA TIRO 930A PREMIER (2""x4"").-PAR-";UND 
13;1319                                              ;"BISAGRA TUBULAR 1/2"" O.";UND 
498;8452                                              ;"BISAGRA TUBULAR 1/4""Ø.";UND 
2071;23202                                             ;PERFIL ALUM.CANAL AMA/CAB-PISO AL:ROM005;m   
500;987                                               ;"BISAGRA TUBULAR 5/8""Ø.";UND 
502;11924-009                                         ;BLOQUE CONTACTO ESTAND NA ZEN-L1111.;UND 
503;19033                                             ;BLOQUE SOPORTE SENSOR ABS. S-27117;UND 
4180;9-152                                             ;CABLE CONECTOR 9-152 PHILLIPS;UND 
6753;0006753                                           ;CALIBRADOR KING-PIN TF-0110 HOLLAND.;UND 
504;006-02134 SIN:PERNOS-TUERCAS-CUNAS                ;BOCIN EJE K-30 006-02134 SIN:PERNOS-CUNA;UND 
11717;0011717                                           ;BOCIN EJE K-30 10-PERNOS+10-TCAS-SIN CUN;UND 
5678;"C50LR-BR16-24GA RD HD HB ZNC 1/2""Ø                ";HUCK BOLT C50LR-BR16-24GA RD HD HB Z 1/2;UND 
6168;105004 CRAMARO                                    ;"POLEA 5"" EJE - CABLE 105004 CRAMARO";UND 
6169;105021 CRAMARO                                    ;"POLEA 5"" TRASERA - CABLE  105021 CRAMARO";UND 
6431;0006431                                           ;"REDONDO AC.INOX.AISI304 4_1/2""Ø.";Kg  
2727;6277                                              ;"SOLDADURA APORTE ALUM.5356 3/32""-TIG-";Kg  
4271;0004271                                           ;"SOLDADURA APORTE ALUMINIO-4043 1/16"".";kg  
5787;05787                                             ;"TORN.HEX.INOX.RO.3/8""x5"".";UND 
507;23089                                             ;BOCIN PARA FRENO DE DISCO AMPRO.;UND 
515;23453-003                                         ;"BOLA INDICADORA FLUJO 3/8"" 88012402 EBW.";UND 
3986;23618-055 - H31-6101 AMPRO                        ;"BOCIN+CUNAS+10-PERNOS P/EJE 5""Ø PRO-ROLL";UND 
10343;W01-358-7504 AMPARTS                              ;BOLSA AIRE  EJE AUTODIRECC. AMPARTS;UND 
7112;434A PREMIER                                      ;ESPACIADOR 434A BISAGRA TIRO PREMIER;UND 
1527;24990                                             ;JUNTAS BOMBA+4CILIND.0601209/13 ADAICO;UND 
1711;15661                                             ;"MANG.FRENO RACOR-1/2""NPT(1.20m).";UND 
516;15711                                             ;BOLSA AIRE 20CT W01-358-6910 -EJE DIRECC;UND 
2009;23453-002                                         ;O-RING VISOR 1103937 EBW (ADAPT.API).;UND 
5006;SAMPA REF:SP556897- AS-0058 W&CH / IMAL-01A020    ;BOLSA AIRE BRAZO ELEV.SAMPA REF:SP556897;UND 
527;14045                                             ;"BOLSA AIRE S-25872 (ELEV-17"")INTRAAX HEN";UND 
7438;07438                                             ;"REDUC.BUSHING AC 3000 Lb 1""x3/4"" NPT";UND 
528;01A013-IMAL / SP-558774-KP                        ;BOLSA AIRE S-25873 / SP558774-KP (N);UND 
5655;80840.3136 TODCO                                  ;SELLO INFERIOR 80840.3136 TODCO;UND 
2725;6229                                              ;"SOLDADURA APORTE ALUM.4043 1/8""-TIG-.";kg  
521;"AS-039 / S-4771 (N-17"") / 01A012 IMAL             ";"BOLSA AIRE SAMPA SP 558050-KA (N-17"").";UND 
519;AS-0023 / S-3830 / 01A027-IMAL/77302 PRIME RIDE RH;"BOLSA AIRE SAMPA SP559122-KP (ELEV-17"")";UND 
14440;0900706001                                        ;BOMBA EJE-8-DIENTES 0900706001;UND 
3181;12201                                             ;"TORN.HEX.INOX.RO.3/8""x2"".";UND 
7512;2102100-ADAICO                                    ;TUERCA AUTOBLOCANTE AC.GALV. 2102100;UND 
532;19482                                             ;BOMBA HIDR.40PH10DACSC CROSS.;UND 
486;                                             19989;"ESTANTE ALUM.5139-CEC-63 ALTO-63"" 3COMP";UND 
1477;23827                                             ;HERRAMTA EJE FRENO DISCO 6401955212 AMPA;UND 
7185;C6LB-R10-10G                                      ;HUCK BOLT C6LB-R10-10G BRAZIER STEEL HEA;UND 
3;21474-001-002-003                                 ;"LAMPARA LED 4""VSM4458 V24 F/NEGRO.";UND 
3730;15857/20624                                       ;"LAMPARA LED 6""6468 FLANGE NEGRO.";UND 
3730;15857/20624                                       ;"LAMPARA LED 6""6468 FLANGE NEGRO.";UND 
533;9474                                              ;BOMBA HIDR.40PO-12-DACSC CROSS.;UND 
3647;14942                                             ;PERFIL ALUM.Z-TECHO ROM-018-M/ROM-003-M.;m   
2161;24268                                             ;PINLOCK 1103-1417-L ROADSIDE BUFFERS.;UND 
2162;24269                                             ;PINLOCK 1103-1417-R CURBSIDE BUFFERS.;UND 
2692;23017                                             ;SENSOR.WHEEL.90 DEG.1.6FT.;UND 
2746;18803 -311-4964 HEIL                              ;SOPORTE CENTRAL GUARDABARRO TOLVA HEIL.;UND 
536;15897                                             ;BOMBA HIDRONEUM.1000mm 0601040 ADAI;UND 
3289;18926                                             ;"TUBERIA NEGRA AC.SCH80 5""Ø SIN COSTURA.";m   
3414;22076                                             ;TUERCA PUNTA DE EJE.REF:2305(OUTER NUT);UND 
1513;14051                                             ;TUERCAS EJE P2KM100-AP DANA -JUEGO-;UND 
3425;24266                                             ;TWIST LOCK 1101-1207-L T/CHASIS BUFFERS.;UND 
3426;24267                                             ;TWIST LOCK 1101-1207-R T/CHASIS BUFFERS.;UND 
14605;3239110551                                        ;BOMBA PARKER ISO 31gpm@1200rpm;UND 
